area,city,description,external_id,extra_images_count,extra_is_approved,extra_is_shop,extra_published_on,extra_publisher_name,extra_state,extra_subcategory,image,price,source,title
La Manouba,La Manouba,Un terrain de 306 m² qui se distingue par son emplacement stratégique est à vendre. Il offre un accès facile depuis la zone de Slimen kehya vers Manouba . Vocation : R+2 Le dossier juridique est disponible à l'agence Usage habitation. La visite est gratuite et sur rendez-vous,6980cc7c15471d09ce12e033,3,False,False,2026-02-02T16:10:40.000Z,Visity Immo,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/e3/e39159fb-49ed-4109-ba09-c2b9269ba240,449000,tayara,Terrain à Vendre
Sahloul,Sousse,"À VENDRE chez l’agence IGH immobilière – Superbe Appartement S+2 à Sahloul | Prix Exceptionnel ✨ Nous vous proposons un magnifique appartement S+2, situé au cœur de Sahloul, l’un des quartiers les plus recherchés, offrant un emplacement stratégique et très avantageux. L’appartement se compose d’un salon lumineux, de deux chambres confortables, d’une cuisine moderne entièrement équipée avec des matériaux et équipements de qualité supérieure, alliant design et fonctionnalité. La salle de bain ultra-moderne, aux finitions élégantes et contemporaines, apporte un véritable confort au quotidien. ✔️ Emplacement premium à Sahloul ✔️ Proche de toutes commodités (commerces, cliniques, transports…) ✔️ Matériaux modernes et finitions soignées ✔️ Prix exceptionnel – très bonne opportunité Prix : 225000 DT 📞 À ne pas rater, idéal pour habitation ou investissement. Contactez-nous dès maintenant pour une visite. -Par téléphone : +216 51 019 242 -Par WhatsApp : +216 51 019 242 / + 216 54 54 90 54",6980cb1c15471d09ce12df3d,9,False,True,2026-02-02T16:04:44.000Z,IGH IMMOBILIERE,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/ce/ce2d3aea-e09d-4f15-b7d4-feab919292cd,225000,tayara,À VENDRE – Superbe Appartement S+2 à Sahloul | Prix Exceptionnel ✨
Hammam Ghezèze,Nabeul,A vendre un terrain a partir de 10 000 m² à titre foncier urbaine pour investir dans un projet touristique écologique . ✅Emplacement : situé à Ezzahra 📍͟ Hammam El Ghezaz au bord de la mer 🌊🌊 ✅Superficie : 10 000 m² 🏝 🏝 ✅Prix : 630 MD 💰 ✅Pour plus d'inforamtion appeler whatsapp : 25.001.718,694157498914daae519c4ee6,1,False,True,2026-02-02T16:01:00.000Z,Jinen Kerkouane,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/4e/4e20df55-e800-4bed-ab75-bb57fbf80031,630000,tayara,A vendre un terrain de 10 000 m² au bord de la mer
Cité Ennasr 2,Ariana,❇️A vendre un appartement s+3 à cité Ennasr. 🏠 𝐃𝐄𝐓𝐀𝐈𝐋𝐒 𝐃𝐔 𝐁𝐈𝐄𝐍 ➤ Superficie : 194 𝖒² ➤ Typologie : S+3 ➤ Étage : 5ème avec ascenseur 🏠 𝐀𝐌𝐄𝐍𝐀𝐆𝐄𝐌𝐄𝐍𝐓 𝐃𝐔 𝐁𝐈𝐄𝐍 ▪️ Un salon avec balcon ▪️ Une salle d'eau invitées ▪️ Une cuisine bien aménagée et équipée. ▪️ 3 chambres à coucher avec dressings ▪️ Une salle de bain commune 🏠 𝐄𝐐𝐔𝐈𝐏𝐄𝐌𝐄𝐍𝐓𝐒 ✅ chauffage central ✅ climatisation en split système 🚗🚗 2 places de parking sous sol 🚗🚗 ℹ️ 𝑷𝒐𝒖𝒓 𝒑𝒍𝒖𝒔 𝒅'𝒊𝒏𝒇𝒐𝒓𝒎𝒂𝒕𝒊𝒐𝒏𝒔 𝒗𝒆𝒖𝒊𝒍𝒍𝒆𝒛 𝒏𝒐𝒖𝒔 𝒄𝒐𝒏𝒕𝒂𝒄𝒕𝒆𝒓 📲 ☎️24 657 657 ☎️,68b8053e711369bbe4f733cd,9,False,True,2026-02-02T15:59:22.000Z,AGENCE 907-B IMMO,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/bb/bbca772d-fa1a-46ac-a8f1-96ec2c37fb9c,0,tayara,A vendre un appartement s+3  à  cité Ennasr.
tunis,tunis,"L’agence immobilière Good Life vous propose à la location une villa S+3 meublée, idéalement située au Lac 2, bénéficiant d’un jardin et d’une terrasse rooftop. Composition du bien : Rez-de-chaussée : - Jardin - Salon spacieux - Cuisine entièrement équipée (plaque, hotte, four, micro-ondes, lave-vaisselle, réfrigérateur) avec table à manger - Salle d’eau pour les invités 1er étage : - Suite parentale avec dressing et salle de bain équipée d’une douche à l’italienne - Chambre à coucher avec dressing et bureau - Chambre à coucher avec dressing - Salle de douche à l’italienne 2ème étage : - Deuxième cuisine équipée (plaque, micro-ondes, machine à laver) - Grande terrasse rooftop offrant une vue dégagée Prestations : - Climatisation centrale - Chauffage par le sol - Cheminée Pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via WhatsApp au 29924039.",6980c79bdce8e6dd78b55d2b,12,False,True,2026-02-02T15:49:47.000Z,Good Life,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/05/0549ff65-5dc0-401d-adbd-2ff99eb6cd28,7000,tayara,A Louer Villa en S3 Meublée avec Jardin au Lac 2
Autres Villes,Tunis,terrain à X20 cloturé et avec titre bleu a vendre 488m2 num:52388887,6980c73815471d09ce12dcd0,1,False,False,2026-02-02T15:48:08.000Z,nour,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/cf/cff995c7-38cd-4757-a5af-0481de6d853f,0,tayara,terrain x20 1ére position
Medina Jedida,Ben Arous,"Ce local commercial de 60m², bénéficie d’un emplacement stratégique en plein cœur de Nouvelle Medina. Ce bien est idéal pour accueillir toute activité commerciale.",6980c60c15471d09ce12dc11,2,False,True,2026-02-02T15:43:08.000Z,Mi Log Immobilier ,2,60be84be50ab95b45b08a09f,https://cdn.tayara.tn/9e/9e788c82-7a22-4673-851e-df2b05877d7f,1400,tayara,Local commercial  60m à Nouvelle Medina
La Marsa,Tunis,"À louer : ] S+1 semi meublé situé à la soukra park , résidence sécurisée et calme. ] 2 ascenseurs ] salon lumineux+balcon ] grande chambre avec dressing ] 2 climatiseurs ]cuisine équipée et aménagée ] meubles neufs ( 2 lits+ réfrigérateur+ machine à laver...) ] place parking sous sol $ loyer mensuel y compris les frais de syndic :980 d tél 94332420",6980c60bdce8e6dd78b55c3f,8,False,False,2026-02-02T15:43:07.000Z,Farhat,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/5c/5cdfbd8c-edf5-402b-8689-0750901edb89,980,tayara,Appt S+1 
Cité Ennasr 2,Ariana,a vendre un appartement s0 a cite ennaser 2 cote marché bien équipée avec place de parking sous sol et celier .il est deja louer a 1000dt par mois meublé pour plus d'information contacter agence style immobilière,6980c4b215471d09ce12db61,4,False,True,2026-02-02T15:37:22.000Z,Style immobilière,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/49/49be79a4-97f4-4325-9db6-3ae150f8bd97,147999,tayara,s0 avec parking et celier
Ghazela,Ariana,l'agence Bestimmo met a la location un studio S+1 a cité ghazela entre TELECOM et école primaire FARABI ghazela tel & WhatsApp 54 331 173,6980c3d715471d09ce12dae1,6,False,True,2026-02-02T15:33:43.000Z,Agence Immobilière BESTIMMO,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/9b/9b073ae9-2b78-442f-ab12-2e502a9f94ea,600,tayara,A louer Studio a cité Ghazela 
tunis,tunis,a vendre un appartement s0 au RDC retaper a neuf avec place parking abri titre individuelle et avec le meuble. pour plus dinfo contacter agence style immobilière,69748eb4d921b01419d2256f,5,False,True,2026-02-02T15:27:55.000Z,Style immobilière,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/e1/e1a85d6b-6fa4-4986-8298-56e3dcb8a47c,158000,tayara,s0 a vendre avec le meuble
Kélibia,Nabeul,🏡 À VENDRE – Superbe Appartement S+2 à Kélibia – La Blanche 🌟 📍 Emplacement idéal : À seulement 3 min de la mer à Kélibia – La Blanche 🌊☀️ 📐 Surface totale : 110 m² ✨ Composition : Salon spacieux et lumineux Cuisine moderne bien équipée + salle de bain + 1 chambre à coucher avec dressing + 1 suite parentale avec dressing 🏘 Résidence neuve dans un cadre calme 📍 titre Bleu ✅ 💡 Idéal pour résidence principale ou investissement locatif rentable ! 📞 Contactez-nous dès maintenant pour plus d’infos ou une visite : 📲 Téléphone : 54622790 / 29686232 / 54555008 WhatsApp : 📞+216 54.622.790,6980c1b1dce8e6dd78b5597c,5,False,True,2026-02-02T15:24:33.000Z,Immo Plus Kelibia,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/31/31d1cf2d-6db0-4960-a594-06f4ef7d0636,300000,tayara,Superbe Appartement S+2 à Kélibia – La Blanche 
El Menzah 6,Ariana,"REMAX Consultants vous propose à la vente une villa contemporaine de très haut standing située à El Menzah 6, édifiée sur un terrain de 680 m², avec une construction centrale et un jardin sur les quatre côtés. La villa se distingue par ses volumes généreux, sa luminosité naturelle et la qualité exceptionnelle de ses prestations. Rez-de-chaussée : 170m² Grand espace de vie ouvert comprenant salon avec cheminée, salle à manger et cuisine équipée avec comptoir bar, donnant sur le jardin et la piscine. Chambre d’invités/bureau, salle d’eau, dressing et débarras. 1er étage : 170m² Séjour ouvert, deux suites junior avec terrasses, et une suite parentale avec dressing et salle de bain. Sous-sol : 50m² Cuisine, chambre de personnel avec salle d’eau, buanderie et locaux techniques. Extérieur : Piscine à débordement avec plage immergée, piscine jacuzzi extérieur chauffé, BBQ moderne, jardin paysagé, garage 2 voitures, loge gardien indépendante. Équipements : Chauffage central, climatisation split, chauffe-eau solaire, alarme anti-intrusion, arrosage automatique. Emplacement recherché – El Menzah 6 Contactez nous pour plus d’informations ou une visite",6980c006dce8e6dd78b5589c,1,False,True,2026-02-02T15:17:26.000Z,RE/MAX Consultants,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/85/850ebf46-8385-4e96-adaa-1a09466e6fa4,1,tayara,Villa d’Exception à Vendre – El Menzah 6
Raoued,Ariana,A vendre Terrain 326 m² sur 2 facades Borj Touil. En face de Five stars Club . 80m sur la route principale.Pas loin de Géant. Prix : 340 dt le m²,6980bfad15471d09ce12d859,1,False,False,2026-02-02T15:15:57.000Z,Farah Sahli,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/f8/f8ffa185-db39-4439-804d-401e251be7f6,340,tayara,A vendre Terrain 326 m² à Raoued Borj Touil
Bizerte,Bizerte,à vendre une maison à dar erraml à côté de dar Jana Bizerte terrain 1500m bâti 250m2 avec un titre individuel,6980becadce8e6dd78b557e5,6,False,False,2026-02-02T15:12:10.000Z,Kanzari,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/20/206f1392-d4e1-49cb-ab0c-9dede57d2d5f,800000,tayara,vendre maison
Mrezga,Nabeul,"City Casa vous propose S+1 de très haut standing à Vendre au 1 er étage dans une résidence gardée et sécurisée à AFH Mrezga Nabeul. Il se compose d’un salon avec balcon, une kitchenette équipée et aménagée ouvrant sur le balcon, une chambre à coucher avec dressing et une salle de douche. Cet appartement est équipé par - Une grande piscine, un espace des jeux pour les enfants et des vestiaires avec les casiers privés et les douches. - Doubles ascenseurs. - Menuiserie intérieure et extérieure en bois noble. - Climatisation, chauffage central et interphone. - Remise des clés Mars 2027. - Superficie 60.5 m². - Prix 236 000 DT. Pour plus d’informations contactez nos agents aux 72 236 900 / 52 037 317 / 50 174 451 / 50 154 447 / 50 175 029. Nous sommes disponibles sur WhatsApp sur le Numéro 00 216 52037317.",685c0b5194cd0376dccd5b76,1,False,True,2026-02-02T15:10:44.000Z,CITY CASA,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/6f/6f198d25-4177-44e6-8836-68f1218b61a7,236000,tayara,A Vendre : S+1 très haut standing à Vendre au 1 er étage dans une résidence gardée et sécurisée à AFH Mrezga Nabeul. 
Kélibia,Nabeul,A vendre Terrain d’habitation pieds dans l’eau à plage Ain Grinz Kelibia à coté de maison d’hôte Dar Kenza de superficie de 561 m² avec une façade de 12 mètres front de Mer. Terrain avec titre foncier. Prix : 475 000 DT Référence : VT791 TEL : 72 295 572 / 29 760 600 / 29 760 700 WhatsApp : (+216) 29 760 600 / 29 760 700,68ca7e2907c7711d7c6e9cb3,8,False,True,2026-02-02T15:08:02.000Z,Agence Aspis Immo,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/87/8743a9c4-0268-44f2-aed7-1ca1a7d1fff6,475000,tayara,Terrain d’habitation 561 m² pieds dans l’eau  plage Ain Grinz Kelibia
Fouchana,Ben Arous,À vendre un dépôt situé à mghira1 et érigé sur un terrain de 1350m². Il est composé d’un entrepôt de 1000m² avec une administration de 200m². Il est couvert en dur avec une HSP de 9m et idéal pour toute activité industrielle.,6980bd58dce8e6dd78b556f8,1,False,True,2026-02-02T15:06:00.000Z,Agence la méditerranée Megrine,2,60be84be50ab95b45b08a0a0,https://cdn.tayara.tn/c4/c4965b9f-9efa-46ec-b06a-b6fda97770e4,1,tayara,opportunité d'investissement à Mghira - 94332726
Borj Cedria,Ben Arous,A louer étage de villa s+3 à Borj cedria s+3 jamais habité à Borj cedria près carrefour prix : 1000 dt tél : 54653988,68dbfbcc516f1ddb82e6d742,15,False,True,2026-02-02T15:02:32.000Z,   AGENCE  IMMOBILIERE SONIS IMMO,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/6b/6be591c5-575d-499c-b8ce-17a676a42bc1,1000,tayara,A louer étage de villa s+3 à Borj cedria
Mornag,Ben Arous,villa de maitre avec piscine sur un terrain de 3000m2 a mornag titre foncier individuel prix a consulter tel 28343000,693fec55cd04d08be74b355a,10,False,True,2026-02-02T15:01:53.000Z,   AGENCE  IMMOBILIERE SONIS IMMO,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/ca/ca6b566b-c255-4d9e-9a27-dfb16c02b43f,1234,tayara,mornag 3000m2
tunis,tunis,"À louer à Nabeul : L'agence Azur immobilière vous propose à louer une maisonnette de 100 m² située à Nabeul dans une ferme arborée et plantée composée d' : une chambre salon lumineux, cuisine bien équipée ,salle de bain avec cabine de douche ,garage et une piscine Tous le confort offert :climatiseur ; chauffage centrale ,rideaux électrique Pour plus d'informations veuillez contacter : Tel / WhatsApp 29323344",6980bb5015471d09ce12d58a,8,False,False,2026-02-02T14:57:20.000Z,AZUR IMMOBILIER,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/70/701da287-43ca-47ad-8145-bd878b5ae027,1500,tayara,OFFRE IDÉAL POUR LES AMOUREUX DE LA NATURE😍 ‼️ 
Raoued,Ariana,A vendre Terrain 312 m² sur 2 facades Borj Touil. En face de Five stars Club . 80m sur la route principale.Pas loin de Géant. Prix : 340 dt le m²,6980bade15471d09ce12d542,1,False,False,2026-02-02T14:55:26.000Z,ADEL,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/8b/8b9e01f2-2c85-40ee-9418-c9489afb826e,340,tayara,A vendre Terrain à Raoued Borj Touil
tunis,tunis,😍 Ne Rater Pas Cette Offre Exceptionnel 🥰 Appartement a vendre situeé a zahra - kélibia 📍 superficie : 140 m2 📍se compose : 2 chambres a couchers + sallon spacieux + cuisine moderne + salle de bain + grand terasse vue mer 📍 80 m a la plage 🌊🌊 📍 toute les papiers sont en réglent n'hesitez pas de nous contacter sur : ☎️ 54.622.790 Whats'App : +216 54.622.790,6980bac6dce8e6dd78b55526,10,False,True,2026-02-02T14:55:02.000Z,Immo Plus Kelibia,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/54/546d7377-2c57-48f3-a82f-5e891a81b890,240000,tayara,Appartement Situeé a zahra kélibia 
Mégrine,Ben Arous,"il s'agit d'un espace polyvalent situé au 1er étage d'un immeuble bureautique à Mégrine. il est composé de deux pièces assez spacieuses, d'une cuisine et d'une SDE et idéal pour un centre esthétique , un espace de formation, un siège d'une entreprise... c'est un espace très lumineux, d'un bon standing et flexible en cas d'un nouvel aménagement.",6980bab7dce8e6dd78b5551b,1,False,True,2026-02-02T14:54:47.000Z,Agence la méditerranée Megrine,2,60be84be50ab95b45b08a09f,https://cdn.tayara.tn/6c/6cee5f8e-823e-4efe-9f52-22ff3649d2b4,1500,tayara, bureau à Mégrine coteau - 93974850
Tunis Belvedere,Tunis,L’agence immobilière Century21 Alliance vous propose à la location un bureau en H+2 récemment rénové situé à Cité Mahrajène : *Composition: – Espace d’accueil – Kitchenette – Salle d’eau – Bureau 1 avec balcon – Bureau 2 *Caractéristiques: – Place de parking – Balcon Prix: 1100 TND/Hors retenue à la source Les frais de l’agence : 1 mois de loyer + TVA Pour organiser une visite ou pour clarifier toute information concernant le bien. Contact: – Téléphone: +216 28 818 668/ +216 29 221 222 – Mail : alliance@century21.tn,6980ba62dce8e6dd78b554dc,5,False,False,2026-02-02T14:53:22.000Z,Haroun Meddeb,2,60be84be50ab95b45b08a09f,https://cdn.tayara.tn/32/3296d6cb-acb0-4a2c-8932-5c639e408ea8,1100,tayara,Bureau à louer Cité Mahrajène 
Hammam Chott,Ben Arous,studio à louer à Hammam Chatt 220DT trés bonne emplacement calme merci de me contacter 23287298,6980b8dedce8e6dd78b553f0,5,False,False,2026-02-02T14:46:54.000Z,haifa trifi,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/ab/ab525de5-21b4-4b0f-8a14-49c02553b168,219,tayara,studio à louer à Hammam Chatt 220DT trés bonne emplacement calme
Ennasr,Ariana,"a cause de départ on met a la vente un appartement s3 retapé au RDC a riadh al andaloss se compose d un grand salon salle a manger, salle d eau grand cuisine équipée suite parentale et deux autre chambres a couchers place de parking pour plus dinfo contacter agence style immobilière 24251111",68ed0c613e7ffb8ac15a0dad,11,False,True,2026-02-02T14:44:56.000Z,Style immobilière,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/f3/f3a6f9b0-4cf3-4245-9e8e-a54dffcaab27,430000,tayara,S3 RDC Standing 
tunis,tunis,"Notre agence Azur immobilière met à votre disposition ;Cette maison de 4 chambres avec une grande terrasse Vous séduira par l’emplacement & L'environnement agréable et verdoyant, proche de toutes commodités. Point fort : grande terrasse& luminosité . Pour visiter , contacter 29 323 344 tel / WhatsApp et consultez nos offres et tous nos services sur notre site internet : www.azurimmobiliere.com",6980b858dce8e6dd78b5539e,10,False,False,2026-02-02T14:44:40.000Z,AZUR IMMOBILIER,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/81/812c2aca-e57e-4a2f-ba3b-7c55a4c7afd8.jpg,320000,tayara,A vendre à Nabeul  spacieuse maison  
Mégrine,Ben Arous,"à louer, un espace bureautique ou commercial situé à Mégrine coteau, une zone facilement accessible le local est composé d'un espace ouvert et d'un bloc sanitaire. il est propre et bien sécurisé. le local est idéal pour un bar à ongles, un espace esthétique, une épicerie...",6980b5c015471d09ce12d233,1,False,True,2026-02-02T14:33:36.000Z,Agence la méditerranée Megrine,2,60be84be50ab95b45b08a0a0,https://cdn.tayara.tn/a2/a2789631-ac25-4c04-8f70-96135f8b45ad,1,tayara,local commercial ou bureautique à Mégrine Jawhra- 94332726
Autres Villes,Sfax,The best real estate for sale in Tunisia and outside Tunisia choose what suits you apartments / land / offices / inns / and many other properties from north to south and outside Tunisia Various prices in many excellent locations ^Real estate investment agency^,6980b59715471d09ce12d210,1,False,False,2026-02-02T14:32:55.000Z,سنية عياشي,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/3f/3f6145bb-4f27-4531-af88-b5cef78f29a4,1200,tayara,maison
tunis,tunis,"A vendre villa en bonne état irriguée sur deux niveaux communicants rez de chaussé et un étage . *Rez de chaussé; grand salon . salle à manger, cuisine bien agencée , une chambre de séjour , salle d'eau douche , patio avec fontaine , allée pour la voiture et un studio totalement séparé . *Etage ; 3 chambres , 2 avec grand balcon plein sud et une salle de bain *Terrasse bien aménagée ; grande chambre , kitchenette et un salle d'eau coin lavabo La villa est bien située ; endroit calme, reposante ,sélectionné et à proximité de toutes les commodités Veuillez visiter , vous serez certainement satisfait! https://azurimmobiliere.com/vente/villas/vv-692/villa-youssef Contactez sans plus attendre Tel / WhatsApp 29 323 344 Accédez à notre site internet: www.azurimmobilière.com pour trouver votre demande",6980b58c15471d09ce12d209,10,False,False,2026-02-02T14:32:44.000Z,AZUR IMMOBILIER,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/e0/e0ea68fd-c7e0-47b5-b35b-8377f8ca6236,650000,tayara,Villa à vendre à Nabeul côté hôtel khéops 
tunis,tunis,"L'agence Azur immobilière vous propose à la vente appartement très haut standing, situé à la cité El Wafa dans une résidence sécurisée et gardée .cet appartement de 163 m² bénéficie d'une finition de qualité, de nombreux à touts pour un confort optimal . il se compose de: -Un grand salon lumineux et spacieux -Une suite parentale ( chambre +dressing + salle de bain ) -Deux chambres -Une salle de douche -Une cuisine entièrement équipée et bien agencée -Une grande terrasse de 42m2 vue mer et autre de 12 m2 -2 places de parking + un cellier + 2 piscines collectives ( adultes et enfants ) Cet appartement bénéficie de prestation de qualité et d'une localisation idéale, à proximité de toutes commodités vous apprécierez le cadre sécurisé et la tranquillité de la résidence . Référence :VA 283 -Pour plus d'informations , contactez : Téléphone/ WhatsApp 29 323 344",6980b3b8dce8e6dd78b550df,10,False,False,2026-02-02T14:24:56.000Z,AZUR IMMOBILIER,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/25/2579f164-24b2-44cd-9848-00b35b0e0114,540000,tayara,NABEUL AFH2 A VENDRE APPARTEMENT S+3  
Kheireddine Pacha,Tunis,"Villa de Prestige à Vendre – Alain Savary, Tunis Adresse rare dans l’un des quartiers les plus prisés de Tunis Surface terrain : 450 m² Couvert : 500 m² Titre foncier individuel Prix sur demande À vendre : une villa élégante et parfaitement entretenue, offrant des volumes généreux et un charme unique. Idéale pour une famille, une ambassade ou un projet haut standing. Atouts du bien : – Façade discrète entourée de verdure – Grands espaces de réception – Ambiance noble avec meubles et matériaux de qualité – Emplacement exceptionnel, calme et sécurisé Pour plus d’informations ou pour une visite privée : 28 343 000",69241901da5d3acb89b3223e,6,False,True,2026-02-02T14:20:22.000Z,   AGENCE  IMMOBILIERE SONIS IMMO,2,60be84bd50ab95b45b08a09d,https://cdn.tayara.tn/23/23786961-6776-414a-8d33-0266c379d4f0,2100000000,tayara,Villa de prestige a ALAIN SAVARY Tunis
tunis,tunis,"On vous propose à la location un appartement S+2 Haut standing en 1 er étage, à wahat près de l'école freinet on trouve : -salon avec balcon et climatiseur -deux chambres à coucher -petit dressing au hall -salle de bain -cuisine équipée par plaque,hotte et four avec séchoir 🚙Avec place parking sous sol",6980b28fdce8e6dd78b55011,5,False,False,2026-02-02T14:19:59.000Z,Conseillère en immobilier ,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/cc/cc50cf73-ca85-4060-94fc-99f69d527eae,1100,tayara,S2 à ne pas rater
Charguia 2,Ariana,"🏢 À VENDRE – Immeuble Bureautique R+2 à Charguia 2 📍 Zone stratégique et très recherchée Saisissez une opportunité exceptionnelle ! Immeuble bureautique bâti en R+2 sur un terrain de 2 495 m², idéal pour : ✔️ Siège social ✔️ Centre d’affaires ✔️ Société de services ✔️ Investissement locatif ✨ Caractéristiques : Superficie terrain : 2 495 m² Immeuble R+2 fonctionnel et modulable Emplacement premium à Charguia 2 Accès facile et visibilité assurée 📞 Pour plus d’informations & visites (uniquement pour personnes sérieuses) : ➡️ 98 305 239 ➡️ 99 984 810 Keskes Immo – Votre partenaire confiance depuis 1991 🤝 ✨ À saisir rapidement ! #Vendrel #ImmeubleBureautique #ImmobilierTunis #Bureau #plateau #KeskesImmo #Tunis",693be5eccd04d08be749ab0d,1,False,True,2026-02-02T14:15:52.000Z,Agence Keskes,2,60be84be50ab95b45b08a0a0,https://cdn.tayara.tn/25/25d6738e-4259-49c8-a4de-88196982b2f2,1111111,tayara,Immeuble Bureautique Charguia 2
La Marsa,Tunis,"🏡 À VENDRE – Terrain de 14 970 m² à El Bhar Lazreg 🏡 📍 Localisation : El Bhar Lazreg (zone accessible et bien desservie) 📐 Superficie : 14 970 m² 📄 Statut juridique : Titre foncier en règle 🏗️ Autorisation de bâtir : 2 dépôts ( chacun 5 000 m²) 🔹 Terrain idéal pour projet industriel, logistique ou commercial 🔹 Situé dans une zone en développement, proche des commodités 🔹 Accès facile aux principales voies de circulation 💰 Prix : 400 DT/m² 📞 Infos & visites (uniquement pour les personnes sérieuses) : 👉 98 305 239 👉 99 984 810 👉 21 314 242 📌 Ne ratez pas cette opportunité ! #venteimmobiliere #Bharlazreg #ImmobilierTunis #terrainAvendre #investissement #ImmobilierTunis #Construction #commercial #Industriel #logistique",68d16989516f1ddb82e0843b,1,False,True,2026-02-02T14:13:55.000Z,Agence Keskes,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/a4/a4b20858-8b76-4fb5-8f87-22452a8372e9,400,tayara,Terrain Bhar Lazreg
Charguia 1,Ariana,"🏭 À VENDRE – Terrain industriel 1 167 m² | Zone Industrielle Charguia KESKES IMMO & SERVICES vous propose à la vente un terrain industriel d’une superficie de 1 167 m², idéalement situé au cœur de la Zone Industrielle Charguia, l’une des zones les plus dynamiques et stratégiques de Tunis. 🔹 Caractéristiques : Superficie : 1 167 m² Affectation : industrielle Emplacement stratégique Accès facile aux grands axes routiers Proche de l’aéroport et des zones logistiques Idéal pour usine, dépôt, entrepôt ou projet industriel 💼 Opportunité rare pour investisseurs et professionnels. 📞 Contactez-nous pour plus d’informations ou une visite : ☎️ 99 984 810 | 98 305 239 📧 immo.keskes@gmail.com 🏢 KESKES IMMO & SERVICES Votre conseiller immobilier de confiance",6980af8115471d09ce12ce4e,1,False,True,2026-02-02T14:13:40.000Z,Agence Keskes,2,60be84be50ab95b45b08a0a1,https://cdn.tayara.tn/58/582e7007-c8cf-47d0-bfd6-4862b4218c44,1599,tayara,Terrain Charguia 1
Mohamedia,Ben Arous,"À vendre local industriel érigé sur un terrain de 2 hectares à Sidi Fraj – Mhamdia, une zone en pleine expansion. Le dépôt de 1200 m² couvert en charpente métallique, avec une hauteur de 9m est complété par une administration en R+1 et un transfo électrique de 150 KVA Titre de propriété individuel.",6980b102dce8e6dd78b54f36,1,False,True,2026-02-02T14:13:22.000Z,Agence la méditerranée Megrine,2,60be84be50ab95b45b08a0a0,https://cdn.tayara.tn/b1/b18d1fcd-f8a5-4d53-a0c8-640d30551dc3,1,tayara,dépôt avec terrain à Mhamdia - 94332726
tunis,tunis,"L'agence Azur vous propose à vendre un appartement en bon état de100m2 situé dans une résidence gardée à quelques minutes de la plage de Nabeul et à proximité de toutes les commodités . Il se compose d' :un salon spacieux offre une vue imprenable sur la mer ,deux chambres une avec dressing ,salle de bain ,salle de douche ,cuisine avec séchoir , belle terrasse Référence : VA280 https://azurimmobiliere.com/vente/appartements/va-280/appartement-mauro Pour plus d'informations contactez : Tel /WhatsApp (216) 29 323 344",6980b0fc15471d09ce12cf22,7,False,False,2026-02-02T14:13:16.000Z,AZUR IMMOBILIER,2,60be84bd50ab95b45b08a09c,https://cdn.tayara.tn/b2/b2c3167a-7401-4662-86f2-bfa8e3091f3f,320000,tayara,VUE IMPRENABLE MER ! APPARTEMENT A VENDRE A NABEUL 
