DATE_TRIM;ANNEE;TRIMESTRE;GOUVERNORAT;REGION_INS;CODE_GOV;PRIX_M2_MEDIAN;PRIX_M2_APPT;PRIX_M2_MAISON;PRIX_M2_TERRAIN;IPIM_NATIONAL;IPIM_REGIONAL;GAP_INTERPOLE;PRIX_M2_MEDIAN_LAG1;PRIX_M2_MEDIAN_LAG4;PRIX_M2_MEDIAN_VAR_QOQ;PRIX_M2_MEDIAN_VAR_YOY;IPIM_REGIONAL_LAG1;IPIM_REGIONAL_LAG4;IPIM_REGIONAL_VAR_QOQ;IPIM_REGIONAL_VAR_YOY;TAUX_DIRECTEUR_BCT;IPC_MATERIAUX_CONSTR;TAUX_INFLATION;POPULATION;LITTORAL;TOURISTIQUE;SOURCE_PRIX;BVMT_CLOTURE_MOY;BVMT_VOLUME_TOT;BVMT_CAPITAUX_TOT;BVMT_NB_SEANCES
2017-10-01;2017;4;Manouba;Grand Tunis;14;904.0;976.0;786.0;560.0;127.3;180.77;0;879.0;807.0;0.0284;0.1202;176.22;166.0;0.0258;0.089;5.0;5.1;5.3;394452;0;0;marche_estime;;;;
2018-01-01;2018;1;Manouba;Grand Tunis;14;928.0;1002.0;807.0;575.0;130.2;184.88;0;904.0;850.0;0.0265;0.0918;180.77;168.55;0.0227;0.0969;6.75;7.2;7.3;394452;0;0;marche_estime;;;;
2018-04-01;2018;2;Manouba;Grand Tunis;14;928.0;1002.0;807.0;575.0;138.7;196.95;0;928.0;859.0;0.0;0.0803;184.88;172.53;0.0653;0.1415;6.75;7.2;7.3;394452;0;0;marche_estime;;;;
2018-07-01;2018;3;Manouba;Grand Tunis;14;951.0;1027.0;827.0;590.0;141.9;201.5;0;928.0;879.0;0.0248;0.0819;196.95;176.22;0.0231;0.1435;6.75;7.2;7.3;394452;0;0;marche_estime;;;;
2018-10-01;2018;4;Manouba;Grand Tunis;14;957.0;1034.0;833.0;593.0;145.6;206.75;0;951.0;904.0;0.0063;0.0586;201.5;180.77;0.0261;0.1437;6.75;7.2;7.3;394452;0;0;marche_estime;;;;
2019-01-01;2019;1;Manouba;Grand Tunis;14;1002.0;1082.0;872.0;621.0;148.4;210.73;0;957.0;928.0;0.047;0.0797;206.75;184.88;0.0193;0.1398;7.75;6.4;6.7;394452;0;0;marche_estime;;;;
2019-04-01;2019;2;Manouba;Grand Tunis;14;1019.0;1101.0;887.0;632.0;156.4;222.09;0;1002.0;928.0;0.017;0.0981;210.73;196.95;0.0539;0.1276;7.75;6.4;6.7;394452;0;0;marche_estime;;;;
2019-07-01;2019;3;Manouba;Grand Tunis;14;1022.0;1104.0;889.0;634.0;159.8;226.92;0;1019.0;951.0;0.0029;0.0747;222.09;201.5;0.0217;0.1262;7.75;6.4;6.7;394452;0;0;marche_estime;;;;
2019-10-01;2019;4;Manouba;Grand Tunis;14;1040.0;1123.0;905.0;645.0;162.1;230.18;0;1022.0;957.0;0.0176;0.0867;226.92;206.75;0.0144;0.1133;7.75;6.4;6.7;394452;0;0;marche_estime;;;;
2020-01-01;2020;1;Manouba;Grand Tunis;14;1081.0;1167.0;940.0;670.0;164.7;233.87;0;1040.0;1002.0;0.0394;0.0788;230.18;210.73;0.016;0.1098;6.25;5.8;5.6;394452;0;0;marche_estime;;;;
2020-04-01;2020;2;Manouba;Grand Tunis;14;1098.0;1186.0;955.0;681.0;166.7;236.71;0;1081.0;1019.0;0.0157;0.0775;233.87;222.09;0.0121;0.0658;6.25;5.8;5.6;394452;0;0;marche_estime;;;;
2020-07-01;2020;3;Manouba;Grand Tunis;14;1113.0;1202.0;968.0;690.0;176.7;250.91;0;1098.0;1022.0;0.0137;0.089;236.71;226.92;0.06;0.1057;6.25;5.8;5.6;394452;0;0;marche_estime;;;;
2020-10-01;2020;4;Manouba;Grand Tunis;14;1130.0;1220.0;983.0;701.0;183.9;261.14;0;1113.0;1040.0;0.0153;0.0865;250.91;230.18;0.0408;0.1345;6.25;5.8;5.6;394452;0;0;marche_estime;;;;
2021-01-01;2021;1;Manouba;Grand Tunis;14;1158.0;1251.0;1007.0;718.0;196.8;279.46;0;1130.0;1081.0;0.0248;0.0712;261.14;233.87;0.0702;0.1949;6.25;9.1;6.0;394452;0;0;marche_estime;;;;
2021-04-01;2021;2;Manouba;Grand Tunis;14;1161.0;1254.0;1010.0;720.0;209.8;297.92;0;1158.0;1098.0;0.0026;0.0574;279.46;236.71;0.0661;0.2586;6.25;9.1;6.0;394452;0;0;marche_estime;;;;
2021-07-01;2021;3;Manouba;Grand Tunis;14;1195.0;1291.0;1040.0;741.0;202.1;286.98;0;1161.0;1113.0;0.0293;0.0737;297.92;250.91;-0.0367;0.1438;6.25;9.1;6.0;394452;0;0;marche_estime;;;;
2021-10-01;2021;4;Manouba;Grand Tunis;14;1232.0;1331.0;1072.0;764.0;209.0;296.78;0;1195.0;1130.0;0.031;0.0903;286.98;261.14;0.0341;0.1365;6.25;9.1;6.0;394452;0;0;marche_estime;;;;
2022-01-01;2022;1;Manouba;Grand Tunis;14;1256.0;1356.0;1093.0;779.0;216.94444444444446;308.0611111111111;1;1232.0;1158.0;0.0195;0.0846;296.78;279.46;0.038;0.1023;7.25;14.3;8.3;394452;0;0;marche_estime;;;;
2022-04-01;2022;2;Manouba;Grand Tunis;14;1267.0;1368.0;1102.0;786.0;224.88888888888889;319.3422222222222;1;1256.0;1161.0;0.0088;0.0913;308.0611111111111;297.92;0.0366;0.0719;7.25;14.3;8.3;394452;0;0;marche_estime;;;;
2022-07-01;2022;3;Manouba;Grand Tunis;14;1293.0;1396.0;1125.0;802.0;232.83333333333334;330.62333333333333;1;1267.0;1195.0;0.0205;0.082;319.3422222222222;286.98;0.0353;0.1521;7.25;14.3;8.3;394452;0;0;marche_estime;;;;
2022-10-01;2022;4;Manouba;Grand Tunis;14;1328.0;1434.0;1155.0;823.0;240.77777777777777;341.90444444444444;1;1293.0;1232.0;0.0271;0.0779;330.62333333333333;296.78;0.0341;0.152;7.25;14.3;8.3;394452;0;0;marche_estime;;;;
2023-01-01;2023;1;Manouba;Grand Tunis;14;1346.0;1454.0;1171.0;835.0;248.72222222222223;353.18555555555554;1;1328.0;1256.0;0.0136;0.0717;341.90444444444444;308.0611111111111;0.033;0.1465;8.0;11.2;9.3;394452;0;0;marche_estime;;;;
2023-04-01;2023;2;Manouba;Grand Tunis;14;1391.0;1502.0;1210.0;862.0;256.6666666666667;364.46666666666664;1;1346.0;1267.0;0.0334;0.0979;353.18555555555554;319.3422222222222;0.0319;0.1413;8.0;11.2;9.3;394452;0;0;marche_estime;;;;
2023-07-01;2023;3;Manouba;Grand Tunis;14;1391.0;1502.0;1210.0;862.0;264.6111111111111;375.74777777777774;1;1391.0;1293.0;0.0;0.0758;364.46666666666664;330.62333333333333;0.031;0.1365;8.0;11.2;9.3;394452;0;0;marche_estime;;;;
2023-10-01;2023;4;Manouba;Grand Tunis;14;1440.0;1555.0;1253.0;893.0;272.55555555555554;387.0288888888889;1;1391.0;1328.0;0.0352;0.0843;375.74777777777774;341.90444444444444;0.03;0.132;8.0;11.2;9.3;394452;0;0;marche_estime;;;;
2024-01-01;2024;1;Manouba;Grand Tunis;14;1499.0;1619.0;1304.0;929.0;280.5;398.31;0;1440.0;1346.0;0.041;0.1137;387.0288888888889;353.18555555555554;0.0291;0.1278;7.5;8.1;7.0;394452;0;0;marche_estime;;;;
2024-04-01;2024;2;Manouba;Grand Tunis;14;1477.0;1595.0;1285.0;916.0;287.3;407.97;0;1499.0;1391.0;-0.0147;0.0618;398.31;364.46666666666664;0.0243;0.1194;7.5;8.1;7.0;394452;0;0;marche_estime;;;;
2024-07-01;2024;3;Manouba;Grand Tunis;14;1527.0;1649.0;1328.0;947.0;293.1;416.2;0;1477.0;1391.0;0.0339;0.0978;407.97;375.74777777777774;0.0202;0.1077;7.5;8.1;7.0;394452;0;0;marche_estime;;;;
2024-10-01;2024;4;Manouba;Grand Tunis;14;1558.0;1683.0;1355.0;966.0;299.8;425.72;0;1527.0;1440.0;0.0203;0.0819;416.2;387.0288888888889;0.0229;0.1;7.5;8.1;7.0;394452;0;0;marche_estime;;;;
2025-01-01;2025;1;Manouba;Grand Tunis;14;1599.0;1727.0;1391.0;991.0;308.2;437.64;0;1558.0;1499.0;0.0263;0.0667;425.72;398.31;0.028;0.0987;7.0;6.5;5.8;394452;0;0;marche_estime;;;;
2025-04-01;2025;2;Manouba;Grand Tunis;14;1609.0;1738.0;1400.0;998.0;315.0;447.3;0;1599.0;1477.0;0.0063;0.0894;437.64;407.97;0.0221;0.0964;7.0;6.5;5.8;394452;0;0;marche_estime;;;;
2025-07-01;2025;3;Manouba;Grand Tunis;14;;;;;243.33333333333331;447.3;0;1609.0;1527.0;;;447.3;416.2;0.0;0.0747;;;;394452;0;0;;;;;
2025-10-01;2025;4;Manouba;Grand Tunis;14;;;;;171.66666666666666;447.3;0;;1558.0;;;447.3;425.72;0.0;0.0507;;;;394452;0;0;;;;;
2015-01-01;2015;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1187.0;1282.0;1033.0;736.0;100.0;98.0;0;;;;;;;;;4.25;3.2;4.9;548828;1;1;marche_estime;;;;
2015-04-01;2015;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1189.0;1284.0;1034.0;737.0;103.2;101.14;0;1187.0;;0.0017;;98.0;;0.032;;4.25;3.2;4.9;548828;1;1;marche_estime;;;;
2015-07-01;2015;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1226.0;1324.0;1067.0;760.0;105.1;103.0;0;1189.0;;0.0311;;101.14;;0.0184;;4.25;3.2;4.9;548828;1;1;marche_estime;;;;
2015-10-01;2015;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1242.0;1341.0;1081.0;770.0;107.8;105.64;0;1226.0;;0.0131;;103.0;;0.0256;;4.25;3.2;4.9;548828;1;1;marche_estime;;;;
2016-01-01;2016;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1291.0;1394.0;1123.0;800.0;109.4;107.21;0;1242.0;1187.0;0.0395;0.0876;105.64;98.0;0.0149;0.094;4.25;3.8;3.7;548828;1;1;marche_estime;;;;
2016-04-01;2016;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1284.0;1387.0;1117.0;796.0;112.6;110.35;0;1291.0;1189.0;-0.0054;0.0799;107.21;101.14;0.0293;0.0911;4.25;3.8;3.7;548828;1;1;marche_estime;;;;
2016-07-01;2016;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1296.0;1400.0;1128.0;804.0;114.3;112.01;0;1284.0;1226.0;0.0093;0.0571;110.35;103.0;0.015;0.0875;4.25;3.8;3.7;548828;1;1;marche_estime;;;;
2016-10-01;2016;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1373.0;1483.0;1195.0;851.0;116.9;114.56;0;1296.0;1242.0;0.0594;0.1055;112.01;105.64;0.0228;0.0844;4.25;3.8;3.7;548828;1;1;marche_estime;;;;
2017-01-01;2017;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1355.0;1463.0;1179.0;840.0;118.7;116.33;0;1373.0;1291.0;-0.0131;0.0496;114.56;107.21;0.0155;0.0851;5.0;5.1;5.3;548828;1;1;marche_estime;;;;
2017-04-01;2017;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1365.0;1474.0;1188.0;846.0;121.5;119.07;0;1355.0;1284.0;0.0074;0.0631;116.33;110.35;0.0236;0.079;5.0;5.1;5.3;548828;1;1;marche_estime;;;;
2017-07-01;2017;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1399.0;1511.0;1217.0;867.0;124.1;121.62;0;1365.0;1296.0;0.0249;0.0795;119.07;112.01;0.0214;0.0858;5.0;5.1;5.3;548828;1;1;marche_estime;;;;
2017-10-01;2017;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1391.0;1502.0;1210.0;862.0;127.3;124.75;0;1399.0;1373.0;-0.0057;0.0131;121.62;114.56;0.0257;0.0889;5.0;5.1;5.3;548828;1;1;marche_estime;;;;
2018-01-01;2018;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1451.0;1567.0;1262.0;900.0;130.2;127.6;0;1391.0;1355.0;0.0431;0.0708;124.75;116.33;0.0228;0.0969;6.75;7.2;7.3;548828;1;1;marche_estime;;;;
2018-04-01;2018;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1493.0;1612.0;1299.0;926.0;138.7;135.93;0;1451.0;1365.0;0.0289;0.0938;127.6;119.07;0.0653;0.1416;6.75;7.2;7.3;548828;1;1;marche_estime;;;;
2018-07-01;2018;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1511.0;1632.0;1315.0;937.0;141.9;139.06;0;1493.0;1399.0;0.0121;0.0801;135.93;121.62;0.023;0.1434;6.75;7.2;7.3;548828;1;1;marche_estime;;;;
2018-10-01;2018;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1557.0;1682.0;1355.0;965.0;145.6;142.69;0;1511.0;1391.0;0.0304;0.1193;139.06;124.75;0.0261;0.1438;6.75;7.2;7.3;548828;1;1;marche_estime;;;;
2019-01-01;2019;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1589.0;1716.0;1382.0;985.0;148.4;145.43;0;1557.0;1451.0;0.0206;0.0951;142.69;127.6;0.0192;0.1397;7.75;6.4;6.7;548828;1;1;marche_estime;;;;
2019-04-01;2019;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1595.0;1723.0;1388.0;989.0;156.4;153.27;0;1589.0;1493.0;0.0038;0.0683;145.43;135.93;0.0539;0.1276;7.75;6.4;6.7;548828;1;1;marche_estime;;;;
2019-07-01;2019;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1645.0;1777.0;1431.0;1020.0;159.8;156.6;0;1595.0;1511.0;0.0313;0.0887;153.27;139.06;0.0217;0.1261;7.75;6.4;6.7;548828;1;1;marche_estime;;;;
2019-10-01;2019;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1657.0;1790.0;1442.0;1027.0;162.1;158.86;0;1645.0;1557.0;0.0073;0.0642;156.6;142.69;0.0144;0.1133;7.75;6.4;6.7;548828;1;1;marche_estime;;;;
2020-01-01;2020;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1698.0;1834.0;1477.0;1053.0;164.7;161.41;0;1657.0;1589.0;0.0247;0.0686;158.86;145.43;0.0161;0.1099;6.25;5.8;5.6;548828;1;1;marche_estime;;;;
2020-04-01;2020;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1760.0;1901.0;1531.0;1091.0;166.7;163.37;0;1698.0;1595.0;0.0365;0.1034;161.41;153.27;0.0121;0.0659;6.25;5.8;5.6;548828;1;1;marche_estime;;;;
2020-07-01;2020;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1769.0;1911.0;1539.0;1097.0;176.7;173.17;0;1760.0;1645.0;0.0051;0.0754;163.37;156.6;0.06;0.1058;6.25;5.8;5.6;548828;1;1;marche_estime;;;;
2020-10-01;2020;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1769.0;1911.0;1539.0;1097.0;183.9;180.22;0;1769.0;1657.0;0.0;0.0676;173.17;158.86;0.0407;0.1345;6.25;5.8;5.6;548828;1;1;marche_estime;;;;
2021-01-01;2021;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1846.0;1994.0;1606.0;1145.0;196.8;192.86;0;1769.0;1698.0;0.0435;0.0872;180.22;161.41;0.0701;0.1948;6.25;9.1;6.0;548828;1;1;marche_estime;;;;
2021-04-01;2021;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1854.0;2002.0;1613.0;1149.0;209.8;205.6;0;1846.0;1760.0;0.0043;0.0534;192.86;163.37;0.0661;0.2585;6.25;9.1;6.0;548828;1;1;marche_estime;;;;
2021-07-01;2021;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1879.0;2029.0;1635.0;1165.0;202.1;198.06;0;1854.0;1769.0;0.0135;0.0622;205.6;173.17;-0.0367;0.1437;6.25;9.1;6.0;548828;1;1;marche_estime;;;;
2021-10-01;2021;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1917.0;2070.0;1668.0;1189.0;209.0;204.82;0;1879.0;1769.0;0.0202;0.0837;198.06;180.22;0.0341;0.1365;6.25;9.1;6.0;548828;1;1;marche_estime;;;;
2022-01-01;2022;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;1971.0;2129.0;1715.0;1222.0;216.94444444444446;212.60555555555555;1;1917.0;1846.0;0.0282;0.0677;204.82;192.86;0.038;0.1024;7.25;14.3;8.3;548828;1;1;marche_estime;;;;
2022-04-01;2022;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2010.0;2171.0;1749.0;1246.0;224.88888888888889;220.39111111111112;1;1971.0;1854.0;0.0198;0.0841;212.60555555555555;205.6;0.0366;0.0719;7.25;14.3;8.3;548828;1;1;marche_estime;;;;
2022-07-01;2022;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2050.0;2214.0;1784.0;1271.0;232.83333333333334;228.17666666666665;1;2010.0;1879.0;0.0199;0.091;220.39111111111112;198.06;0.0353;0.1521;7.25;14.3;8.3;548828;1;1;marche_estime;;;;
2022-10-01;2022;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2045.0;2209.0;1779.0;1268.0;240.77777777777777;235.9622222222222;1;2050.0;1917.0;-0.0024;0.0668;228.17666666666665;204.82;0.0341;0.152;7.25;14.3;8.3;548828;1;1;marche_estime;;;;
2023-01-01;2023;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2131.0;2301.0;1854.0;1321.0;248.72222222222223;243.74777777777777;1;2045.0;1971.0;0.0421;0.0812;235.9622222222222;212.60555555555555;0.033;0.1465;8.0;11.2;9.3;548828;1;1;marche_estime;;;;
2023-04-01;2023;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2159.0;2332.0;1878.0;1339.0;256.6666666666667;251.53333333333333;1;2131.0;2010.0;0.0131;0.0741;243.74777777777777;220.39111111111112;0.0319;0.1413;8.0;11.2;9.3;548828;1;1;marche_estime;;;;
2023-07-01;2023;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2192.0;2367.0;1907.0;1359.0;264.6111111111111;259.31888888888886;1;2159.0;2050.0;0.0153;0.0693;251.53333333333333;228.17666666666665;0.031;0.1365;8.0;11.2;9.3;548828;1;1;marche_estime;;;;
2023-10-01;2023;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2215.0;2392.0;1927.0;1373.0;272.55555555555554;267.1044444444444;1;2192.0;2045.0;0.0105;0.0831;259.31888888888886;235.9622222222222;0.03;0.132;8.0;11.2;9.3;548828;1;1;marche_estime;;;;
2024-01-01;2024;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2269.0;2451.0;1974.0;1407.0;280.5;274.89;0;2215.0;2131.0;0.0244;0.0648;267.1044444444444;243.74777777777777;0.0291;0.1278;7.5;8.1;7.0;548828;1;1;marche_estime;;;;
2024-04-01;2024;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2276.0;2458.0;1980.0;1411.0;287.3;281.55;0;2269.0;2159.0;0.0031;0.0542;274.89;251.53333333333333;0.0242;0.1193;7.5;8.1;7.0;548828;1;1;marche_estime;;;;
2024-07-01;2024;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2378.0;2568.0;2069.0;1474.0;293.1;287.24;0;2276.0;2192.0;0.0448;0.0849;281.55;259.31888888888886;0.0202;0.1077;7.5;8.1;7.0;548828;1;1;marche_estime;;;;
2024-10-01;2024;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2395.0;2587.0;2084.0;1485.0;299.8;293.8;0;2378.0;2215.0;0.0071;0.0813;287.24;267.1044444444444;0.0228;0.0999;7.5;8.1;7.0;548828;1;1;marche_estime;;;;
2025-01-01;2025;1;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2443.0;2638.0;2125.0;1515.0;308.2;302.04;0;2395.0;2269.0;0.02;0.0767;293.8;274.89;0.028;0.0988;7.0;6.5;5.8;548828;1;1;marche_estime;;;;
2025-04-01;2025;2;Monastir;Nabeul/Sousse/Mahdia/Mon;52;2450.0;2646.0;2132.0;1519.0;315.0;308.7;0;2443.0;2276.0;0.0029;0.0764;302.04;281.55;0.0221;0.0964;7.0;6.5;5.8;548828;1;1;marche_estime;;;;
2025-07-01;2025;3;Monastir;Nabeul/Sousse/Mahdia/Mon;52;;;;;243.33333333333331;308.7;0;2450.0;2378.0;;;308.7;287.24;0.0;0.0747;;;;548828;1;1;;;;;
2025-10-01;2025;4;Monastir;Nabeul/Sousse/Mahdia/Mon;52;;;;;171.66666666666666;308.7;0;;2395.0;;;308.7;293.8;0.0;0.0507;;;;548828;1;1;;;;;
2015-01-01;2015;1;Médenine;Sfax/Centre-Est/Sud;81;779.0;841.0;678.0;483.0;100.0;72.0;0;;;;;;;;;4.25;3.2;4.9;479520;1;1;marche_estime;;;;
2015-04-01;2015;2;Médenine;Sfax/Centre-Est/Sud;81;786.0;849.0;684.0;487.0;103.2;74.3;0;779.0;;0.009;;72.0;;0.0319;;4.25;3.2;4.9;479520;1;1;marche_estime;;;;
2015-07-01;2015;3;Médenine;Sfax/Centre-Est/Sud;81;818.0;883.0;712.0;507.0;105.1;75.67;0;786.0;;0.0407;;74.3;;0.0184;;4.25;3.2;4.9;479520;1;1;marche_estime;;;;
2015-10-01;2015;4;Médenine;Sfax/Centre-Est/Sud;81;828.0;894.0;720.0;513.0;107.8;77.62;0;818.0;;0.0122;;75.67;;0.0258;;4.25;3.2;4.9;479520;1;1;marche_estime;;;;
2016-01-01;2016;1;Médenine;Sfax/Centre-Est/Sud;81;841.0;908.0;732.0;521.0;109.4;78.77;0;828.0;779.0;0.0157;0.0796;77.62;72.0;0.0148;0.094;4.25;3.8;3.7;479520;1;1;marche_estime;;;;
2016-04-01;2016;2;Médenine;Sfax/Centre-Est/Sud;81;842.0;909.0;733.0;522.0;112.6;81.07;0;841.0;786.0;0.0012;0.0712;78.77;74.3;0.0292;0.0911;4.25;3.8;3.7;479520;1;1;marche_estime;;;;
2016-07-01;2016;3;Médenine;Sfax/Centre-Est/Sud;81;868.0;937.0;755.0;538.0;114.3;82.3;0;842.0;818.0;0.0309;0.0611;81.07;75.67;0.0152;0.0876;4.25;3.8;3.7;479520;1;1;marche_estime;;;;
2016-10-01;2016;4;Médenine;Sfax/Centre-Est/Sud;81;878.0;948.0;764.0;544.0;116.9;84.17;0;868.0;828.0;0.0115;0.0604;82.3;77.62;0.0227;0.0844;4.25;3.8;3.7;479520;1;1;marche_estime;;;;
2017-01-01;2017;1;Médenine;Sfax/Centre-Est/Sud;81;898.0;970.0;781.0;557.0;118.7;85.46;0;878.0;841.0;0.0228;0.0678;84.17;78.77;0.0153;0.0849;5.0;5.1;5.3;479520;1;1;marche_estime;;;;
2017-04-01;2017;2;Médenine;Sfax/Centre-Est/Sud;81;891.0;962.0;775.0;552.0;121.5;87.48;0;898.0;842.0;-0.0078;0.0582;85.46;81.07;0.0236;0.0791;5.0;5.1;5.3;479520;1;1;marche_estime;;;;
2017-07-01;2017;3;Médenine;Sfax/Centre-Est/Sud;81;913.0;986.0;794.0;566.0;124.1;89.35;0;891.0;868.0;0.0247;0.0518;87.48;82.3;0.0214;0.0857;5.0;5.1;5.3;479520;1;1;marche_estime;;;;
2017-10-01;2017;4;Médenine;Sfax/Centre-Est/Sud;81;929.0;1003.0;808.0;576.0;127.3;91.66;0;913.0;878.0;0.0175;0.0581;89.35;84.17;0.0259;0.089;5.0;5.1;5.3;479520;1;1;marche_estime;;;;
2018-01-01;2018;1;Médenine;Sfax/Centre-Est/Sud;81;953.0;1029.0;829.0;591.0;130.2;93.74;0;929.0;898.0;0.0258;0.0612;91.66;85.46;0.0227;0.0969;6.75;7.2;7.3;479520;1;1;marche_estime;;;;
2018-04-01;2018;2;Médenine;Sfax/Centre-Est/Sud;81;973.0;1051.0;847.0;603.0;138.7;99.86;0;953.0;891.0;0.021;0.092;93.74;87.48;0.0653;0.1415;6.75;7.2;7.3;479520;1;1;marche_estime;;;;
2018-07-01;2018;3;Médenine;Sfax/Centre-Est/Sud;81;979.0;1057.0;852.0;607.0;141.9;102.17;0;973.0;913.0;0.0062;0.0723;99.86;89.35;0.0231;0.1435;6.75;7.2;7.3;479520;1;1;marche_estime;;;;
2018-10-01;2018;4;Médenine;Sfax/Centre-Est/Sud;81;992.0;1071.0;863.0;615.0;145.6;104.83;0;979.0;929.0;0.0133;0.0678;102.17;91.66;0.026;0.1437;6.75;7.2;7.3;479520;1;1;marche_estime;;;;
2019-01-01;2019;1;Médenine;Sfax/Centre-Est/Sud;81;1009.0;1090.0;878.0;626.0;148.4;106.85;0;992.0;953.0;0.0171;0.0588;104.83;93.74;0.0193;0.1399;7.75;6.4;6.7;479520;1;1;marche_estime;;;;
2019-04-01;2019;2;Médenine;Sfax/Centre-Est/Sud;81;1010.0;1091.0;879.0;626.0;156.4;112.61;0;1009.0;973.0;0.001;0.038;106.85;99.86;0.0539;0.1277;7.75;6.4;6.7;479520;1;1;marche_estime;;;;
2019-07-01;2019;3;Médenine;Sfax/Centre-Est/Sud;81;1026.0;1108.0;893.0;636.0;159.8;115.06;0;1010.0;979.0;0.0158;0.048;112.61;102.17;0.0218;0.1262;7.75;6.4;6.7;479520;1;1;marche_estime;;;;
2019-10-01;2019;4;Médenine;Sfax/Centre-Est/Sud;81;1035.0;1118.0;900.0;642.0;162.1;116.71;0;1026.0;992.0;0.0088;0.0433;115.06;104.83;0.0143;0.1133;7.75;6.4;6.7;479520;1;1;marche_estime;;;;
2020-01-01;2020;1;Médenine;Sfax/Centre-Est/Sud;81;1065.0;1150.0;927.0;660.0;164.7;118.58;0;1035.0;1009.0;0.029;0.0555;116.71;106.85;0.016;0.1098;6.25;5.8;5.6;479520;1;1;marche_estime;;;;
2020-04-01;2020;2;Médenine;Sfax/Centre-Est/Sud;81;1102.0;1190.0;959.0;683.0;166.7;120.02;0;1065.0;1010.0;0.0347;0.0911;118.58;112.61;0.0121;0.0658;6.25;5.8;5.6;479520;1;1;marche_estime;;;;
2020-07-01;2020;3;Médenine;Sfax/Centre-Est/Sud;81;1101.0;1189.0;958.0;683.0;176.7;127.22;0;1102.0;1026.0;-0.0009;0.0731;120.02;115.06;0.06;0.1057;6.25;5.8;5.6;479520;1;1;marche_estime;;;;
2020-10-01;2020;4;Médenine;Sfax/Centre-Est/Sud;81;1127.0;1217.0;980.0;699.0;183.9;132.41;0;1101.0;1035.0;0.0236;0.0889;127.22;116.71;0.0408;0.1345;6.25;5.8;5.6;479520;1;1;marche_estime;;;;
2021-01-01;2021;1;Médenine;Sfax/Centre-Est/Sud;81;1128.0;1218.0;981.0;699.0;196.8;141.7;0;1127.0;1065.0;0.0009;0.0592;132.41;118.58;0.0702;0.195;6.25;9.1;6.0;479520;1;1;marche_estime;;;;
2021-04-01;2021;2;Médenine;Sfax/Centre-Est/Sud;81;1138.0;1229.0;990.0;706.0;209.8;151.06;0;1128.0;1102.0;0.0089;0.0327;141.7;120.02;0.0661;0.2586;6.25;9.1;6.0;479520;1;1;marche_estime;;;;
2021-07-01;2021;3;Médenine;Sfax/Centre-Est/Sud;81;1182.0;1277.0;1028.0;733.0;202.1;145.51;0;1138.0;1101.0;0.0387;0.0736;151.06;127.22;-0.0367;0.1438;6.25;9.1;6.0;479520;1;1;marche_estime;;;;
2021-10-01;2021;4;Médenine;Sfax/Centre-Est/Sud;81;1181.0;1275.0;1027.0;732.0;209.0;150.48;0;1182.0;1127.0;-0.0008;0.0479;145.51;132.41;0.0342;0.1365;6.25;9.1;6.0;479520;1;1;marche_estime;;;;
